date,date.1,year,month,day,day_num_(sunday=1),week_num,temperature,precipitation,windspeed,school_holidays,holidays,weekend(weekend=1),special_events,sunneklaas,total_traffic_per_hour
2024-05-07,5/7/2024,2024,5,7,3,19,287.95,0.0,20.9,0,0,0,0,0,221.85
2024-05-08,5/8/2024,2024,5,8,4,19,285.95,0.0,17.7,0,0,0,0,0,302.23
2024-05-09,5/9/2024,2024,5,9,5,19,286.35,0.0,19.3,0,1,0,0,0,313.39
2024-05-10,5/10/2024,2024,5,10,6,19,288.25,0.0,24.1,0,0,0,0,0,357.77
2024-05-11,5/11/2024,2024,5,11,7,19,289.95,0.0,29.0,0,0,1,0,0,293.58
2024-05-12,5/12/2024,2024,5,12,1,20,293.05,0.0,32.2,0,0,1,0,0,330.58
2024-05-13,5/13/2024,2024,5,13,2,20,292.35,0.0,27.4,0,0,0,0,0,220.38
2024-05-14,5/14/2024,2024,5,14,3,20,292.65,0.0,48.3,0,0,0,0,0,175.08
2024-05-15,5/15/2024,2024,5,15,4,20,289.55,0.0,33.8,0,0,0,0,0,204.96
2024-05-16,5/16/2024,2024,5,16,5,20,289.75,3.4,33.8,0,0,0,0,0,196.2
2024-05-17,5/17/2024,2024,5,17,6,20,288.55,0.0,20.9,0,0,0,0,0,389.01
2024-05-18,5/18/2024,2024,5,18,7,20,290.15,0.0,22.5,0,0,1,0,0,302.26
2024-05-19,5/19/2024,2024,5,19,1,21,290.85,0.0,30.6,0,1,1,0,0,287.91
2024-05-20,5/20/2024,2024,5,20,2,21,288.85,14.6,25.7,0,1,0,0,0,339.25
2024-05-21,5/21/2024,2024,5,21,3,21,290.05,0.0,37.0,0,0,0,0,0,274.24
2024-05-22,5/22/2024,2024,5,22,4,21,288.75,10.6,29.0,0,0,0,0,0,196.9
2024-05-23,5/23/2024,2024,5,23,5,21,288.45,0.0,29.0,0,0,0,0,0,180.8
2024-05-24,5/24/2024,2024,5,24,6,21,287.65,0.0,16.1,0,0,0,0,0,341.92
