date,year,month,day,day_num_(sunday=1),week_num,Temperature,Precipitation,Windspeed,School Holidays,Holidays,Weekend(weekend=1),Special Events,Sunneklaas,total_traffic_per_hour,total_bike_per_hour
20240419,2024,4,19,6,16,281.35,7.4,53.1,0,0,0,0,0,249.1,70.11
20240420,2024,4,20,7,16,280.45,7.2,40.2,0,0,1,0,0,157.52,45.46
20240421,2024,4,21,1,17,279.35,1.4,48.3,0,0,1,0,0,202.01,82.13
20240422,2024,4,22,2,17,278.65,0,37,0,0,0,0,0,195.16,64.55
20240423,2024,4,23,3,17,278.65,2.2,33.8,0,0,0,0,0,149.56,41.62
20240424,2024,4,24,4,17,278.85,4.2,45.1,0,0,0,0,0,135.17,25.41
20240425,2024,4,25,5,17,279.25,8.2,33.8,0,0,0,0,0,159.98,38.85
20240426,2024,4,26,6,17,281.95,1.2,20.9,0,0,0,0,0,241.89,64.93
20240427,2024,4,27,7,17,284.95,1.2,30.6,0,1,1,0,0,158.76,52.14
20240428,2024,4,28,1,18,285.45,0.4,49.9,0,0,1,0,0,201.51,55.1
20240429,2024,4,29,2,18,285.65,0,30.6,0,0,0,0,0,301.41,135.96
20240430,2024,4,30,3,18,289.35,0.8,22.5,0,0,0,0,0,219.45,97.93
20240501,2024,5,1,4,18,292.15,0,25.7,0,0,0,0,0,275.42,131.34
20240502,2024,5,2,5,18,291.25,0,32.2,0,0,0,1,0,284.15,129.84
20240503,2024,5,3,6,18,284.35,0,33.8,0,0,0,0,0,367.89,128.79
20240504,2024,5,4,7,18,284.35,1.6,25.7,0,0,1,0,0,281.8,116.56
20240505,2024,5,5,1,19,285.35,15.2,19.3,0,1,1,0,0,229.87,86.9
20240506,2024,5,6,2,19,287.35,0.2,27.4,0,0,0,0,0,283.13,118.84
20240507,2024,5,7,3,19,287.95,0,20.9,0,0,0,0,0,221.85,72.45
20240508,2024,5,8,4,19,285.95,0,17.7,0,0,0,0,0,302.23,127.61
20240509,2024,5,9,5,19,286.35,0,19.3,0,1,0,0,0,313.39,159.39
20240510,2024,5,10,6,19,288.25,0,24.1,0,0,0,0,0,357.77,171.15
20240511,2024,5,11,7,19,289.95,0,29,0,0,1,0,0,293.58,152.28
20240512,2024,5,12,1,20,293.05,0,32.2,0,0,1,0,0,330.58,156.3
20240513,2024,5,13,2,20,292.35,0,27.4,0,0,0,0,0,220.38,82.46
20240514,2024,5,14,3,20,292.65,0,48.3,0,0,0,0,0,175.08,75.36
20240515,2024,5,15,4,20,289.55,0,33.8,0,0,0,0,0,204.96,92.82
20240516,2024,5,16,5,20,289.75,3.4,33.8,0,0,0,0,0,196.2,64.41
20240517,2024,5,17,6,20,288.55,0,20.9,0,0,0,0,0,389.01,169.82
20240518,2024,5,18,7,20,290.15,0,22.5,0,0,1,0,0,302.26,158.01
20240519,2024,5,19,1,21,290.85,0,30.6,0,1,1,0,0,287.91,182.4
20240520,2024,5,20,2,21,288.85,14.6,25.7,0,1,0,0,0,339.25,157.53
20240521,2024,5,21,3,21,290.05,0,37,0,0,0,0,0,274.24,116.23
20240522,2024,5,22,4,21,288.75,10.6,29,0,0,0,0,0,196.9,66.17
20240523,2024,5,23,5,21,288.45,0,29,0,0,0,0,0,180.8,57.59
20240524,2024,5,24,6,21,287.65,0,16.1,0,0,0,0,0,341.92,154.66
